Ensembl Gene ID	Associated Gene Name	Descriptio
AT1G27040	AT1G27040	putative peptide/nitrate transporter
AT4G24060	AT4G24060	Dof zinc finger protein DOF4.6
AT3G23170	AT3G23170	uncharacterized protein
AT1G04670	AT1G04670	uncharacterized protein
AT1G24340	EMB260	FAD/NAD(P)-binding oxidoreductase family protein
AT4G11340	AT4G11340	TIR-NBS-LRR class disease resistance protein
AT1G79210	AT1G79210	proteasome subunit alpha type-2-B
AT4G26840	SUM1	small ubiquitin-related modifier 1
AT4G02010	AT4G02010	protein kinase family protein
AT1G24480	AT1G24480	S-adenosylmethionine-dependent methyltransferase domain-containing protein
AT1G78960	ATLUP2	lupeol synthase 2
AT2G47130	AT2G47130	Rossmann-fold NAD(P)-binding domain-containing protein
AT3G18110	EMB1270	pentatricopeptide repeat-containing protein
AT1G24706	AtTHO2	THO complex subunit 2
AT5G46380	AT5G46380	uncharacterized protein
AT1G61065	AT1G61065	uncharacterized protein
AT4G07939	AT4G07939	transposable element gene
AT1G29041	AT1G29041	uncharacterized protein
AT4G07566	AT4G07566	transposable element gene
AT5G50390	AT5G50390	pentatricopeptide repeat-containing protein
AT2G43210	AT2G43210	UBX domain-containing protein
AT5G43800	AT5G43800
AT5G26805	AT5G26805	uncharacterized protein
AT3G02040	SRG3	senescence-related protein
AT3G53490	AT3G53490	uncharacterized protein
AT5G03300	ADK2	adenosine kinase 2
AT5G16023	RTFL18	protein rotundifolia like 18
AT5G23040	CDF1	uncharacterized protein
AT2G45470	FLA8	FASCICLIN-like arabinogalactan protein 8
AT5G62530	ATP5CDH	delta-1-pyrroline-5-carboxylate dehydrogenase 12A1
AT1G14960	AT1G14960	major latex-related protein
AT2G21610	PE11	pectinesterase 11
AT1G53190	AT1G53190	RING/U-box domain-containing protein
AT4G09850	AT4G09850	uncharacterized protein
AT5G47570	AT5G47570	uncharacterized protein
AT3G19420	PEN2	phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase
AT3G28270	AT3G28270	uncharacterized protein
AT4G06196	AT4G06196	transposable element gene
AT3G25440	AT3G25440	uncharacterized CRM domain-containing protein
AT4G04430	AT4G04430	transposable element gene
AT1G06080	ADS1	delta-9 acyl-lipid desaturase 1
AT1G42697	AT1G42697	transposable element gene
AT5G53930	AT5G53930	uncharacterized protein
AT4G17380	MSH4	DNA mismatch repair protein MSH4
AT3G59810	AT3G59810	U6 snRNA-associated Sm-like protein LSm6
AT5G27010	AT5G27010	armadillo/beta-catenin-like repeat-containing protein
AT1G07300	AT1G07300	josephin protein-like protein
AT2G22660	AT2G22660	uncharacterized protein
AT2G39050	AT2G39050	hydroxyproline-rich glycoprotein-like protein
AT5G43970	TOM22-V	mitochondrial import receptor subunit TOM22-2
AT1G11810	AT1G11810	F-box associated ubiquitination effector protein
AT5G44840	AT5G44840	glycoside hydrolase family 28 protein / polygalacturonase (pectinase) family protein
AT3G27410	AT3G27410	uncharacterized protein
AT5G58550	EOL2	protein ETO1-like 2
AT2G33690	AT2G33690	Late embryogenesis abundant protein, group 6
AT2G18162	CPuORF1	uncharacterized protein
AT5G17710	EMB1241	molecular chaperone GrpE
AT5G01175	AT5G01175	other RNA
AT1G61970	AT1G61970	Mitochondrial transcription termination factor family protein
AT5G45870	PYL12	abscisic acid receptor PYL12
AT3G46585	AT3G46585	pre-tRNA
AT1G34760	GRF11	general regulatory factor 11
AT1G47885	AT1G47885	Ribonuclease inhibitor
AT5G25000	AT5G25000	uncharacterized protein
AT3G60010	ASK13	S-phase kinase-associated protein 1
AT3G02800	AT3G02800	tyrosine specific protein phosphatase-like protein
AT4G14100	AT4G14100	transferase-like protein
AT5G13110	G6PD2	glucose-6-phosphate dehydrogenase 2
AT2G24050	eIFiso4G2	MIF4G and MA3 domain-containing protein
AT4G04405	AT4G04405	transposable element gene
AT4G27750	ISI1	impaired sucrose induction 1 protein
AT5G57180	CIA2	chloroplast import apparatus 2 protein
AT3G14240	AT3G14240	Subtilase family protein
AT3G26360	AT3G26360	Ribosomal protein S21 family protein
AT1G34260	FAB1D	protein FAB1D
AT1G65350	UBQ13	ubiquitin 13
AT1G69750	COX19-2	cytochrome c oxidase 19-2
AT2G35540	AT2G35540	DNAJ heat shock N-terminal domain-containing protein
AT1G63440	HMA5	Cu2+-exporting ATPase
AT3G46560	TIM9	mitochondrial import inner membrane translocase subunit Tim9
AT1G65520	ATECI1	delta(3), delta(2)-enoyl CoA isomerase 1
AT5G46115	AT5G46115	uncharacterized protein
AT5G29053	AT5G29053	transposable element gene
AT3G54070	AT3G54070	ankyrin repeat-containing protein
AT5G55910	D6PK	D6 protein kinase
AT1G29960	AT1G29960	peptidase-S24/S26 domain-containing protein
AT1G44094	AT1G44094	uncharacterized protein
AT5G53690	AT5G53690	uncharacterized protein
AT4G20040	AT4G20040	Pectin lyase-like protein
AT4G30430	TET9	tetraspanin9
AT4G06531	AT4G06531
AT1G21651	AT1G21651	zinc ion binding protein
AT4G05494	AT4G05494	uncharacterized protein
AT5G36100	AT5G36100	uncharacterized protein
AT1G02060	AT1G02060	pentatricopeptide repeat-containing protein
AT1G68180	AT1G68180	RING/U-box domain-containing protein
AT2G16750	AT2G16750	adenine nucleotide alpha hydrolases-domain containing protein kinase
AT2G43040	NPG1	tetratricopeptide repeat-containing protein
AT1G57760	AT1G57760	uncharacterized protein
AT5G58580	ATL63	RING-H2 finger protein ATL63
AT1G70860	AT1G70860	SRPBCC ligand-binding domain-containing protein
AT4G07460	AT4G07460	transposable element gene
AT5G14120	AT5G14120	major facilitator protein
AT3G51700	AT3G51700	PIF1 helicase
AT2G11830	AT2G11830	transposable element gene
AT4G36635	AT4G36635	pre-tRNA
AT1G42310	AT1G42310	transposable element gene
AT2G43560	AT2G43560	peptidylprolyl isomerase
AT4G30490	AT4G30490	AFG1-like protein
AT5G62230	ERL1	LRR receptor-like serine/threonine-protein kinase ERL1
AT2G09840	AT2G09840	uncharacterized protein
AT3G17790	PAP17	purple acid phosphatase 17
AT5G14010	KNU	zinc finger protein KNUCKLES
AT2G23170	GH3.3	indole-3-acetic acid-amido synthetase GH3.3
AT5G66470	AT5G66470	GTP-binding protein Era
AT3G56020	AT3G56020	60S ribosomal protein L41
AT5G21170	AKINBETA1	SNF1-related protein kinase regulatory subunit beta-1
AT1G07860	AT1G07860	uncharacterized protein
AT2G39180	CCR2	serine/threonine-protein kinase-like protein CCR2
AT2G19550	AT2G19550	alpha/beta-hydrolase-like protein
AT4G09620	AT4G09620	Mitochondrial transcription termination factor family protein
AT5G49990	AT5G49990	nucleobase-ascorbate transporter 5
AT2G14580	PRB1	pathogenesis-related protein 1
AT4G09731	AT4G09731	uncharacterized protein
AT1G05040	AT1G05040	uncharacterized protein
AT2G28070	AT2G28070	ABC-2 type transporter-like protein
AT3G30380	AT3G30380	esterase/lipase domain-containing protein
AT3G63300	FKD1	protein forked1
AT1G18190	GC2	golgin candidate 2
AT2G15145	AT2G15145	transposable element gene
AT4G22810	AT4G22810	putative AT-hook DNA-binding family protein
AT5G26190	AT5G26190	cysteine/histidine-rich C1 domain-containing protein
AT5G37420	AT5G37420	uncharacterized protein
AT5G62065	AT5G62065	putative non-specific lipid-transfer protein 14
AT3G49230	AT3G49230	uncharacterized protein
AT5G36185	AT5G36185	pseudogene
AT4G00330	CRCK2	calmodulin-binding receptor-like cytoplasmic kinase 2
AT1G68130	IDD14	indeterminate(ID)-domain 14 protein
AT2G43139	AT2G43139	snoRNA
AT1G74540	CYP98A8	p-coumarate 3-hydroxylase
AT1G31570	AT1G31570	transposable element gene
AT3G43828	AT3G43828	transposable element gene
AT1G50120	AT1G50120	uncharacterized protein
AT3G19450	CAD	cinnamyl alcohol dehydrogenase 4
AT2G45100	AT2G45100	Cyclin/Brf1-like TBP-binding protein
AT3G11540	SPY	putative UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SPINDLY
AT3G14080	AT3G14080	U6 snRNA-associated Sm-like protein LSm1
AT5G03250	AT5G03250	Phototropic-responsive NPH3 family protein
AT3G11760	AT3G11760	uncharacterized protein
AT4G10800	AT4G10800	uncharacterized protein
AT3G28220	AT3G28220	TRAF-like family protein
AT3G43330	AT3G43330	transposable element gene
AT3G18895	MIR418	MIR418 miRNA
AT2G17525	AT2G17525	pentatricopeptide repeat-containing protein
AT3G14020	NF-YA6	nuclear transcription factor Y subunit A-6
AT4G11570	AT4G11570	haloacid dehalogenase-like hydrolase domain-containing protein
AT2G29125	RTFL2	ROTUNDIFOLIA like 2
AT1G71850	AT1G71850	ubiquitin carboxyl-terminal hydrolase-like protein
AT1G32270	ATSYP24	syntaxin 7
AT1G71930	ANAC030	vascular related NAC-domain protein 7
AT4G38410	AT4G38410	putative dehydrin
AT3G04445	AT3G04445	pseudogene
AT1G17980	PAPS1	poly(A) polymerase 1
AT4G22890	PGR5-LIKE A	PGR5-like protein 1A
AT4G02350	SEC15B	exocyst complex component sec15B
AT5G31668	AT5G31668	transposable element gene
AT1G77500	AT1G77500	uncharacterized protein
AT3G07274	AT3G07274	unknown pseudogene
AT3G62940	AT3G62940	cysteine proteinases family protein
AT5G39050	AT5G39050	HXXXD-type acyl-transferase-like protein
AT3G56760	AT3G56760	protein kinase-domain containing protein
AT2G05170	ATVPS11	vacuolar protein sorting 11 protein
AT2G03670	CDC48B	cell division control protein 48-B
AT4G34570	THY-2	thymidylate synthase
AT5G61020	ECT3	evolutionarily conserved C-terminal region 3 protein
AT1G60020	AT1G60020	transposable element gene
AT1G58170	AT1G58170	Disease resistance-responsive (dirigent-like protein) family protein
AT5G37590	AT5G37590	tetratricopeptide repeat domain-containing protein
AT2G21050	LAX2	auxin transporter-like protein 2
AT4G18320	AT4G18320	uncharacterized protein
AT1G45474	LHCA5	photosystem I light harvesting complex protein 5
AT5G51150	AT5G51150	Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein
AT4G09644	AT4G09644	Encodes a defensin-like (DEFL) family protein
AT3G48300	CYP71A23	cytochrome P450 71A23
AT4G01935	AT4G01935	uncharacterized protein
AT1G23080	ATPIN7	auxin efflux carrier component 7
AT3G32904	AT3G32904	uncharacterized protein
AT3G59190	AT3G59190	F-box/LRR-repeat protein
AT4G15500	UGT84A4	UDP-glycosyltransferase-like protein
AT5G27110	AT5G27110	pentatricopeptide repeat-containing protein
AT3G08930	AT3G08930	LMBR1-like membrane protein
AT1G64850	AT1G64850	calcium-binding EF-hand-containing protein
AT3G42330	AT3G42330	transposable element gene
AT5G64685	AT5G64685
AT5G04710	AT5G04710	aspartyl aminopeptidase
AT5G57080	AT5G57080	uncharacterized protein
AT2G47620	ATSWI3A	SWI/SNF complex subunit SWI3A
AT3G15180	AT3G15180	26S proteasome non-ATPase regulatory subunit 5
AT1G50760	AT1G50760	Aminotransferase-like, plant mobile domain family protein
AT2G30450	AT2G30450	pre-tRNA
AT3G44350	anac061	putative NAC domain-containing protein 61
AT1G04760	ATVAMP726	vesicle-associated membrane protein 72
AT4G22960	AT4G22960	uncharacterized protein
AT2G33710	AT2G33710	ethylene-responsive transcription factor ERF112
AT2G32930	ZFN2	zinc finger CCCH domain-containing protein 26
AT2G04925	AT2G04925	defensin-like protein 293
AT2G23240	AT2G23240	Plant EC metallothionein-like protein, family 15
AT2G47720	AT2G47720	uncharacterized protein
AT3G02860	AT3G02860	zinc finger protein 830
AT4G12070	AT4G12070	uncharacterized protein
AT5G28750	AT5G28750	sec-independent protein translocase protein TatA
AT1G56560	AT1G56560	putative neutral invertase
AT3G27240	AT3G27240	ubiquinol-cytochrome c reductase cytochrome c1 subunit
AT3G58550	AT3G58550	bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin-like protein
AT3G45400	AT3G45400	exostosin family protein
AT1G68600	AT1G68600	Aluminum activated malate transporter family protein
AT3G42628	AT3G42628	phosphoenolpyruvate carboxylase-related protein
AT2G04150	AT2G04150
AT2G22820	AT2G22820	uncharacterized protein
AT4G09820	TT8	transcription factor TT8
AT5G18180	AT5G18180	H/ACA ribonucleoprotein complex subunit 1-like protein 2
AT3G21820	ATXR2	histone-lysine N-methyltransferase ATXR2
AT5G63550	AT5G63550	DEK domain-containing chromatin associated protein
AT1G56190	AT1G56190	phosphoglycerate kinase
AT2G10670	AT2G10670	transposable element gene
AT3G63260	ATMRK1	protein kinase family protein
AT4G37720	ATPSK6	phytosulfokine-beta
AT5G63070	AT5G63070	40S ribosomal protein S15-6
AT5G02890	AT5G02890	HXXXD-type acyl-transferase-like protein
AT4G17700	AT4G17700	uncharacterized protein
AT1G41860	AT1G41860	transposable element gene
AT2G17850	AT2G17850	senescence-associated family protein
AT1G05910	AT1G05910	cell division cycle protein 48-like protein
AT3G44170	AT3G44170	uncharacterized protein
AT1G59590	ZCF37	protein ZCF37
AT3G44100	AT3G44100	MD-2-related lipid recognition domain-containing protein
AT2G46255	MIR159C	MIR159C miRNA
AT4G08180	ORP1C	OSBP(oxysterol binding protein)-related protein 1C
AT5G61950	AT5G61950	ubiquitin carboxyl-terminal hydrolase-related protein
AT2G19120	AT2G19120	tRNA-splicing endonuclease positive effector-related protein
AT3G05790	LON4	lon protease 4
AT1G26973	MIR395A	MIR395A miRNA
AT3G06455	AT3G06455	ubiquitin family protein
AT1G71710	AT1G71710	endonuclease/exonuclease/phosphatase domain-containing protein
AT1G65720	AT1G65720	uncharacterized protein
AT4G01355	AT4G01355	pre-tRNA
AT3G15050	IQD10	protein IQ-domain 10
AT4G14120	AT4G14120	uncharacterized protein
AT4G29710	AT4G29710	Alkaline-phosphatase-like family protein
AT3G28958	AT3G28958	plastocyanin-like domain-containing protein
AT3G02125	AT3G02125	uncharacterized protein
AT1G69795	MIR395E	MIR395E miRNA
AT1G15010	AT1G15010	uncharacterized protein
AT5G07820	AT5G07820	calmodulin-binding protein-like protein
AT5G35780	AT5G35780	pseudogene
AT2G46410	CPC	transcription factor CPC
AT5G57565	AT5G57565	protein kinase family protein
AT5G30500	AT5G30500	putative galactinol synthase
AT4G30190	PMA2	H(+)-ATPase 2
AT3G46570	AT3G46570	glycosyl hydrolase family 17 protein
AT3G07730	AT3G07730	uncharacterized protein
AT5G16190	CSLA11	putative mannan synthase 11
AT4G02150	MOS6	Importin subunit alpha-2
AT3G61571	AT3G61571	uncharacterized protein
AT2G31480	AT2G31480	uncharacterized protein
AT5G54170	AT5G54170	Lipid-binding START domain-containing protein
AT4G27090	AT4G27090	60S ribosomal protein L14-2
AT2G36632	AT2G36632	uncharacterized protein
AT3G60060	AT3G60060	NAD(P)-binding Rossmann-fold-containing protein
AT4G19112	CPuORF25	uncharacerized protein
AT3G56970	BHLH038	transcription factor ORG2
AT2G37880	AT2G37880	uncharacterized protein
AT3G21710	AT3G21710	uncharacterized protein
AT3G61100	AT3G61100	Putative endonuclease or glycosyl hydrolase
AT1G53683	MIR169D	MIR169D miRNA
AT1G71220	PSL2	UDP-glucose:glycoprotein glucosyltransferase
AT4G23020	AT4G23020	uncharacterized protein
AT1G01990	AT1G01990	uncharacterized protein
AT4G25610	AT4G25610	C2H2-like zinc finger protein
AT1G19560	AT1G19560	pseudogene
AT5G28823	AT5G28823	uncharacterized protein
AT5G22340	AT5G22340	uncharacterized protein
AT5G48160	OBE2	OBERON 2 protein
AT1G05675	AT1G05675	UDP-Glycosyltransferase superfamily protein
AT3G28321	AT3G28321	uncharacterized protein
AT1G43960	AT1G43960	transposable element gene
AT4G07332	AT4G07332	transposable element gene
AT4G13251	AT4G13251	transposable element gene
AT5G05880	AT5G05880	UDP-glucoronosyl/UDP-glucosyl transferase family protein
AT3G24503	ALDH2C4	aldehyde dehydrogenase 2C4
AT2G35060	KUP11	Potassium transporter 11
AT1G17170	GST	glutathione S-transferase TAU 24
AT3G23410	ATFAO3	long-chain-alcohol oxidase FAO3
AT2G02026	AT2G02026	uncharacterized protein
AT1G31935	AT1G31935	other RNA
AT3G08720	S6K2	serine/threonine protein kinase 2
AT5G28850	AT5G28850	protein phosphatase 2 (formerly 2A), regulatory subunit B''
AT1G18870	ICS2	Isochorismate synthase 2
AT3G20550	DDL	smad nuclear-interacting protein 1
AT1G52942	AT1G52942	Pseudogene of AT2G18120SRS4 (SHI-RELATED SEQUENCE 4)
AT1G35140	PHI-1	Phosphate-responsive 1-like protein
AT3G52527	AT3G52527
AT2G20530	PHB6	prohibitin 6
AT2G41720	EMB2654	pentatricopeptide repeat-containing protein
AT3G13275	AT3G13275	uncharacterized protein
AT1G23240	AT1G23240	caleosin-related protein
AT1G11870	ATSRS	Seryl-tRNA synthetase
AT1G76570	AT1G76570	putative chlorophyll a/b-binding protein
AT5G13190	AT5G13190	uncharacterized protein
AT3G04250	AT3G04250	F-box associated ubiquitination effector family protein
AT3G66654	AT3G66654	Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein
AT1G03840	MGP	zinc finger protein MAGPIE
AT4G01400	AT4G01400	uncharacterized protein
AT1G21738	AT1G21738	uncharacterized protein
AT5G08110	AT5G08110	UBQ, helicase-c and DEAD-like helicase domain-containing protein
AT3G42530	AT3G42530
AT2G44800	AT2G44800	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase-like protein
AT5G16690	ORC3	origin recognition complex subunit 3
AT4G02970	AT7SL-1	7SL RNA1
AT5G08520	AT5G08520	duplicated SANT DNA-binding domain-containing protein
AT5G61250	AtGUS1	Heparanase-like protein 2
AT5G32136	AT5G32136
AT2G28550	TOE1	ethylene-responsive transcription factor RAP2-7
AT1G48170	AT1G48170	uncharacterized protein
AT5G25420	AT5G25420	putative nucleobase-ascorbate transporter 9
AT5G42445	AT5G42445	60S ribosomal protein L3 (RPL3C), pseudogene
AT3G52565	AT3G52565	pre-tRNA
AT4G07795	AT4G07795
AT2G15560	AT2G15560	Putative endonuclease or glycosyl hydrolase
AT1G40089	AT1G40089	pseudogene
AT2G04852	AT2G04852	Potential natural antisense gene, locus overlaps with AT2G04850
AT3G50260	CEJ1	ethylene-responsive transcription factor ERF011
AT5G01365	AT5G01365	pre-tRNA
AT2G17690	SDC	putative F-box protein
AT1G21850	sks8	SKU5 similar 8 protein
AT1G28850	AT1G28850	pre-tRNA
AT5G22040	AT5G22040	uncharacterized protein
AT2G33700	AT2G33700	putative protein phosphatase 2C 27
AT1G47640	AT1G47640	uncharacterized protein
AT5G18748	AT5G18748	uncharacterized protein
AT3G27800	AT3G27800	uncharacterized protein
AT5G44550	AT5G44550	uncharacterized protein
AT5G14050	AT5G14050	U3 small nucleolar RNA-associated protein 18-like protein
AT3G42320	AT3G42320	transposable element gene
AT5G46810	AT5G46810	uncharacterized protein
AT2G24810	AT2G24810	pathogenesis-related thaumatin-like protein
AT1G53025	AT1G53025	Ubiquitin-conjugating enzyme family protein
AT5G28830	AT5G28830	EF-hand, calcium binding motif-containing protein
AT2G30170	AT2G30170	putative protein phosphatase 2C 26
AT2G05753	AT2G05753	uncharacterized protein
AT5G07322	AT5G07322	(AT5G07322) otherRNA
AT2G11280	AT2G11280	pseudogene
AT1G34360	AT1G34360	translation initiation factor IF-3
AT5G28664	AT5G28664	transposable element gene
AT4G11390	AT4G11390	cysteine/histidine-rich C1 domain-containing protein
AT5G25470	AT5G25470	AP2/B3 domain-containing protein
AT5G27530	AT5G27530	glycoside hydrolase family 28 protein / polygalacturonase (pectinase) family protein
AT1G26180	AT1G26180	uncharacterized protein
AT2G25964	AT2G25964	uncharacterized protein
AT3G43095	AT3G43095	transposable element gene
AT4G14060	AT4G14060	major latex protein-like protein
AT5G61865	AT5G61865	uncharacterized protein
AT3G07050	AT3G07050	putative GTP-binding protein
AT3G33178	AT3G33178	transposable element gene
AT2G46980	AT2G46980	uncharacterized protein
AT4G04972	AT4G04972	uncharacterized protein
